customer_id,age,gender,education,employment_type,employment_length,annual_income,existing_emi,debt_to_income_ratio,cibil_score,credit_utilization_ratio,previous_default,loan_amount,loan_type,loan_purpose,loan_tenure_years,interest_rate,risk_category,lender_type,loan_processing_fee_percent,application_channel,state,city,area_type,loan_approval_time_days,document_verification_status,loan_approval_status,rejection_reason,EMI,EMI_to_Income_Ratio, risk_rule,Loan_to_Income_Ratio
2489,60,Male,Graduate,Pensioner,19,301067,22002,1.02,514,83.05,Yes,224673,Appliances,Appliances,11,15.65,High,Government Bank,0.52,Offline,Rajasthan,Tripura District,Rural,13,Processing,Pending,,3576.79,0.14,Low,0.75
2490,32,Male,Graduate,Salaried,7,481449,24486,0.7,608,79.08,No,189667,Agriculture,Agriculture,8,17.07,High,Private Bank,1.53,Online,Bihar,Khandwa,Urban,5,Done,Pending,,3634.64,0.09,Low,0.39
2491,30,Female,Graduate,Salaried,30,430710,8541,0.43,834,46.39,No,346055,Business,Business,5,6.98,Low,Private Bank,0.99,Online,Maharashtra,Nangloi Jat,Urban,9,Done,Approved,,6849.04,0.19,Low,0.8
2492,27,Female,Graduate,Salaried,6,406128,22519,0.84,555,18.67,No,293801,Vehicle,Vehicle,7,16.33,High,Government Bank,0.3,Online,Uttar Pradesh,Bihar Sharif,Urban,14,Processing,Rejected,Low Income,5890.85,0.17,Low,0.72
2493,38,Male,Graduate,Salaried,5,711973,18734,0.57,551,48.94,No,991501,Appliances,Appliances,14,16.62,High,Private Bank,1.37,Online,Rajasthan,Kamarhati,Urban,4,Done,Pending,,15244.18,0.26,Low,1.39
2494,32,Male,Graduate,Salaried,30,837380,23591,0.5,699,32.98,No,1059247,Education,Education,17,10.24,Medium,Finance Company,1.63,Online,West Bengal,Buxar,Urban,2,Processing,Pending,,10978.61,0.16,Low,1.26
2495,31,Male,Graduate,Self-employed,22,1682053,3208,0.27,622,88.87,No,1739350,Vehicle,Vehicle,7,16.07,High,Finance Company,2.71,Online,Punjab,Erode,Urban,5,Done,Pending,,34616.46,0.25,Low,1.03
2496,30,Female,Graduate,Salaried,12,598067,8961,0.42,647,45.48,No,250696,Business,Business,2,12.62,High,Private Bank,1.51,Online,Maharashtra,Chittoor,Urban,8,Processing,Rejected,Low CIBIL Score,11873.85,0.24,Low,0.42
2497,26,Male,Graduate,Self-employed,11,1747995,23357,0.47,710,62.47,No,2064772,Business,Business,5,11.17,Medium,Private Bank,1.26,Online,Karnataka,Bidhannagar,Urban,4,Processing,Pending,,45068.4,0.31,Medium,1.18
2498,39,Male,Graduate,Salaried,6,581911,6389,0.23,676,54.17,No,354401,Appliances,Appliances,13,12.42,Medium,Private Bank,1.24,Online,Maharashtra,Jaipur,Urban,9,Done,Pending,,4588.67,0.09,Low,0.61
2499,31,Male,Graduate,Salaried,9,741934,19688,0.44,560,36.99,No,605604,Business,Business,17,13.56,High,Finance Company,2.46,Online,Karnataka,Gopalpur,Urban,4,Processing,Pending,,7612.46,0.12,Low,0.82
2500,60,Male,Graduate,Self-employed,23,1693850,23897,0.66,795,61.54,No,2943260,Home,Home,4,5.97,Low,Government Bank,0.67,Online,Tamil Nadu,Allahabad,Urban,14,Done,Approved,,69082.07,0.49,High,1.74
2501,40,Female,Graduate,Self-employed,8,1336444,920,0.13,661,56.78,No,1650509,Agriculture,Agriculture,20,8.24,Medium,Finance Company,1.8,Online,West Bengal,Jamnagar,Urban,5,Done,Approved,,14053.06,0.13,Low,1.24
2502,40,Male,Non-Graduate,Salaried,21,971982,24239,0.39,832,63.49,No,808094,Home,Home,14,7.29,Low,Finance Company,2.72,Offline,Telangana,Nagaland District,Rural,5,Processing,Approved,,7688.52,0.09,Low,0.83
2503,62,Male,Graduate,Salaried,25,993294,19573,0.27,808,48.22,No,352519,Vehicle,Vehicle,16,5.46,Low,Private Bank,1.17,Online,Maharashtra,Raebareli,Urban,7,Done,Approved,,2757.25,0.03,Low,0.35
2504,41,Female,Graduate,Self-employed,17,1241113,21579,0.42,846,11.54,No,1918548,Personal,Personal,9,5.26,Low,Government Bank,0.67,Online,Maharashtra,Jehanabad,Urban,16,Processing,Approved,,22337.87,0.22,Low,1.55
2505,38,Female,Graduate,Self-employed,12,906610,9230,0.19,807,23.82,No,530124,Home,Home,14,7.98,Low,Private Bank,0.84,Online,Karnataka,Nandyal,Urban,4,Processing,Approved,,5249.2,0.07,Low,0.58
2506,45,Male,Graduate,Salaried,15,457480,1977,0.09,770,85.71,No,104541,Vehicle,Vehicle,8,7.06,Low,Finance Company,2.16,Online,Punjab,Rajkot,Urban,3,Done,Approved,,1428.41,0.04,Low,0.23
2507,46,Male,Graduate,Salaried,28,724573,5568,0.31,516,17.71,No,815631,Education,Education,13,17.67,High,Private Bank,1.53,Online,Karnataka,Darbhanga,Urban,7,Done,Pending,,13378.05,0.22,Low,1.13
2508,46,Female,Non-Graduate,Pensioner,24,320597,13988,0.58,721,78.68,No,140761,Business,Business,20,10.8,Medium,Private Bank,1.1,Offline,Uttar Pradesh,Himachal Pradesh District,Rural,4,Processing,Approved,,1433.81,0.05,Low,0.44
2509,56,Male,Graduate,Salaried,20,895245,6772,0.45,780,47.51,No,1148973,Education,Education,4,5.37,Low,Government Bank,0.44,Offline,Madhya Pradesh,Mizoram District,Rural,14,Processing,Approved,,26653.04,0.36,Medium,1.28
2510,43,Female,Graduate,Salaried,27,866831,8190,0.2,590,43.73,No,398988,Home,Home,12,17.17,High,Private Bank,1.14,Online,Rajasthan,Adoni,Urban,8,Processing,Rejected,High Loan Amount Request,6556.45,0.09,Low,0.46
2511,61,Female,Non-Graduate,Salaried,21,413196,22369,0.71,773,22.52,No,129883,Vehicle,Vehicle,7,7.05,Low,Finance Company,2.24,Offline,Tamil Nadu,Assam District,Rural,3,Processing,Approved,,1963.46,0.06,Low,0.31
2512,31,Male,Non-Graduate,Salaried,15,429377,11329,0.66,656,61.32,No,260212,Home,Home,2,11.83,Medium,Government Bank,0.74,Offline,Rajasthan,Tripura District,Rural,20,Processing,Approved,,12228.43,0.34,Medium,0.61
2513,62,Male,Non-Graduate,Self-employed,6,1770318,23074,0.5,649,53.76,No,1892828,Personal,Personal,4,12.17,High,Private Bank,1.4,Offline,Maharashtra,Uttar Pradesh District,Rural,7,Processing,Pending,,50003.56,0.34,Medium,1.07
2514,55,Male,Graduate,Salaried,20,616915,19284,0.58,724,90,No,223884,Business,Business,2,10.28,Medium,Government Bank,0.74,Online,Telangana,Jabalpur,Urban,18,Done,Pending,,10360.07,0.2,Low,0.36
2515,53,Female,Graduate,Salaried,19,477431,3242,0.16,593,69.35,No,225665,Home,Home,15,13.82,High,Private Bank,1.28,Online,Bihar,Hazaribagh,Urban,7,Done,Rejected,Low CIBIL Score,2978.03,0.07,Low,0.47
2516,34,Female,Graduate,Self-employed,12,1846264,23384,0.6,714,87.15,No,2728111,Home,Home,4,10.19,Medium,Government Bank,0.34,Online,Kerala,Jamalpur,Urban,21,Done,Pending,,69441.14,0.45,High,1.48
2517,62,Male,Non-Graduate,Self-employed,19,1221871,18178,0.56,740,83.42,No,2535558,Agriculture,Agriculture,9,12.06,Medium,Government Bank,0.34,Offline,Bihar,Maharashtra District,Rural,22,Processing,Pending,,38586.34,0.38,Medium,2.08
2518,62,Male,Graduate,Salaried,27,806522,2797,0.25,712,13.51,No,1157761,Personal,Personal,13,10.99,Medium,Finance Company,2.65,Offline,Madhya Pradesh,Sikkim District,Rural,5,Done,Approved,,13973.29,0.21,Low,1.44
2519,40,Male,Graduate,Salaried,10,624240,10921,0.35,785,74.57,No,841590,Vehicle,Vehicle,17,7.6,Low,Government Bank,0.66,Online,Gujarat,Parbhani,Urban,22,Done,Approved,,7360.37,0.14,Low,1.35
2520,30,Male,Graduate,Salaried,13,421531,12189,0.36,718,85.27,No,51794,Vehicle,Vehicle,20,9.54,Medium,Government Bank,0.49,Online,Kerala,Nagaon,Urban,14,Done,Approved,,484.14,0.01,Low,0.12
2521,28,Male,Graduate,Salaried,6,820409,13625,0.31,838,73.92,No,610504,Education,Education,8,5.56,Low,Private Bank,1.2,Online,Madhya Pradesh,Firozabad,Urban,8,Done,Approved,,7892.74,0.12,Low,0.74
2522,61,Female,Graduate,Salaried,19,953159,19730,0.28,813,18.71,No,392927,Business,Business,19,5.45,Low,Government Bank,0.46,Offline,Bihar,Assam District,Rural,15,Processing,Approved,,2770.52,0.03,Low,0.41
2523,50,Female,Graduate,Self-employed,26,671089,18273,0.54,813,31.2,No,387874,Home,Home,3,6.03,Low,Government Bank,0.6,Offline,Punjab,Nagaland District,Rural,19,Processing,Approved,,11805.15,0.21,Low,0.58
2524,38,Male,Graduate,Salaried,17,499098,22788,0.67,531,72.05,No,373402,Business,Business,14,14.77,High,Finance Company,1.99,Online,Gujarat,Jamalpur,Urban,3,Processing,Pending,,5271.02,0.13,Low,0.75
2525,37,Female,Graduate,Salaried,19,636028,17611,0.47,839,37.25,No,739148,Business,Business,13,7.6,Low,Government Bank,0.76,Online,Tamil Nadu,Firozabad,Urban,14,Done,Approved,,7471.89,0.14,Low,1.16
2526,57,Female,Graduate,Self-employed,16,1697476,21382,0.28,696,18.43,No,732814,Personal,Personal,4,10.68,Medium,Finance Company,2.81,Online,Madhya Pradesh,Belgaum,Urban,4,Done,Pending,,18826.28,0.13,Low,0.43
2527,48,Male,Graduate,Salaried,25,930539,8880,0.37,539,51.8,No,994793,Appliances,Appliances,6,12.45,High,Government Bank,0.69,Online,Telangana,Dhanbad,Urban,17,Done,Pending,,19681.97,0.25,Low,1.07
2528,43,Female,Graduate,Self-employed,29,794556,5695,0.44,663,44.92,No,1143751,Vehicle,Vehicle,5,8.36,Medium,Government Bank,0.27,Online,Uttar Pradesh,Singrauli,Urban,15,Processing,Approved,,23388.7,0.35,Medium,1.44
2529,55,Male,Graduate,Salaried,30,807583,11086,0.21,658,72.97,No,272906,Agriculture,Agriculture,19,12.94,Medium,Private Bank,1.05,Online,Maharashtra,Thanjavur,Urban,4,Done,Pending,,3222.16,0.05,Low,0.34
2530,57,Female,Graduate,Salaried,12,758725,22542,0.54,612,36.05,No,1025252,Appliances,Appliances,18,12.19,High,Private Bank,1.35,Online,Tamil Nadu,Bidar,Urban,8,Done,Rejected,High Existing EMI,11737.53,0.19,Low,1.35
2531,43,Male,Graduate,Salaried,9,618247,5542,0.43,508,78.98,No,947177,Personal,Personal,8,14.19,High,Government Bank,0.63,Online,Kerala,Hospet,Urban,12,Processing,Rejected,Previous Loan Default,16556.47,0.32,Medium,1.53
2532,49,Female,Non-Graduate,Salaried,28,444791,16241,0.51,524,48.26,No,141483,Business,Business,8,14.79,High,Government Bank,0.78,Offline,Madhya Pradesh,West Bengal District,Rural,16,Done,Pending,,2521.81,0.07,Low,0.32
2533,49,Female,Graduate,Salaried,16,640036,18651,0.5,540,23.67,No,589246,Agriculture,Agriculture,13,13.56,High,Private Bank,1.27,Online,Karnataka,Saharsa,Urban,9,Done,Rejected,Low CIBIL Score,8053.98,0.15,Low,0.92
2534,60,Male,Graduate,Salaried,20,699686,2603,0.2,793,52.65,No,789686,Vehicle,Vehicle,10,6.87,Low,Finance Company,1.91,Online,Gujarat,Mangalore,Urban,1,Done,Approved,,9116.1,0.16,Low,1.13
2535,48,Male,Graduate,Self-employed,15,1131704,184,0.25,675,48.55,Yes,502435,Business,Business,2,11.51,Medium,Finance Company,2.15,Online,West Bengal,Mirzapur,Urban,4,Processing,Approved,,23536.55,0.25,Low,0.44
2536,51,Male,Graduate,Self-employed,7,1765507,17112,0.28,572,61.34,No,1601408,Personal,Personal,12,15.49,High,Private Bank,1.57,Online,Delhi,Deoghar,Urban,4,Processing,Rejected,Low Income,24542.46,0.17,Low,0.91
2537,52,Female,Non-Graduate,Salaried,20,653288,4533,0.35,731,46.61,No,310908,Agriculture,Agriculture,2,10.09,Medium,Private Bank,1.49,Offline,West Bengal,Goa District,Rural,8,Done,Approved,,14359.75,0.26,Low,0.48
2538,32,Male,Non-Graduate,Salaried,17,463408,19194,0.65,782,80.63,No,399634,Vehicle,Vehicle,7,5.46,Low,Finance Company,1.61,Offline,Gujarat,Bihar District,Rural,5,Processing,Approved,,5735.17,0.15,Low,0.86
2539,60,Male,Graduate,Salaried,24,489525,12921,0.45,705,86.9,No,343273,Home,Home,9,12.67,Medium,Government Bank,0.46,Online,Tamil Nadu,Phusro,Urban,15,Done,Pending,,5342.87,0.13,Low,0.7
2540,55,Female,Graduate,Salaried,5,760031,21136,0.73,726,23.26,No,1007252,Appliances,Appliances,4,9.66,Medium,Finance Company,1.52,Online,West Bengal,Ahmedabad,Urban,5,Processing,Pending,,25382.36,0.4,Medium,1.33
2541,53,Female,Graduate,Salaried,20,466938,11539,0.36,684,48.2,No,269684,Home,Home,15,8.12,Medium,Finance Company,2.95,Online,Bihar,Nagaon,Urban,5,Done,Pending,,2595.96,0.07,Low,0.58
2542,44,Male,Non-Graduate,Salaried,14,621787,8019,0.24,658,85.38,Yes,437975,Vehicle,Vehicle,20,10.41,Medium,Government Bank,0.6,Offline,Karnataka,Telangana District,Rural,19,Done,Approved,,4346.21,0.08,Low,0.7
2543,56,Female,Non-Graduate,Self-employed,25,1540832,2281,0.25,703,20.72,No,2645754,Appliances,Appliances,17,11.83,Medium,Government Bank,0.45,Offline,Telangana,Sikkim District,Rural,15,Done,Pending,,30159.23,0.23,Low,1.72
2544,39,Male,Graduate,Self-employed,11,1153733,4166,0.2,688,64.56,Yes,952399,Business,Business,9,12.69,Medium,Private Bank,1.13,Offline,Punjab,West Bengal District,Rural,7,Done,Pending,,14834.5,0.15,Low,0.83
2545,32,Male,Graduate,Salaried,30,883252,3579,0.19,565,87.37,No,479041,Agriculture,Agriculture,6,15.11,High,Government Bank,0.73,Online,Uttar Pradesh,Malegaon,Urban,20,Done,Rejected,Low Income,10157.97,0.14,Low,0.54
2546,29,Female,Graduate,Salaried,21,969343,9121,0.21,786,21.62,No,985892,Vehicle,Vehicle,20,6.9,Low,Government Bank,0.26,Online,Karnataka,Gwalior,Urban,19,Processing,Approved,,7584.54,0.09,Low,1.02
2547,54,Female,Graduate,Salaried,25,574405,12706,0.29,805,65.31,No,121960,Education,Education,13,7.72,Low,Finance Company,2.14,Online,Telangana,Bhopal,Urban,1,Processing,Approved,,1240.96,0.03,Low,0.21
2548,39,Female,Graduate,Self-employed,5,1405848,11057,0.22,637,81.92,No,1306170,Appliances,Appliances,17,12.14,High,Finance Company,2.36,Online,Delhi,Kavali,Urban,3,Processing,Rejected,Low Income,15158.88,0.13,Low,0.93
2549,30,Female,Graduate,Salaried,22,517608,20373,0.49,521,30.39,No,71310,Business,Business,15,12.44,High,Government Bank,0.27,Online,Punjab,Kolhapur,Urban,15,Processing,Rejected,High Existing EMI,876.13,0.02,Low,0.14
2550,61,Male,Graduate,Salaried,29,838689,16178,0.29,690,33.98,No,435146,Education,Education,14,8.31,Medium,Finance Company,2.74,Online,Delhi,Dhanbad,Urban,4,Processing,Approved,,4390.63,0.06,Low,0.52
2551,51,Male,Graduate,Salaried,7,647395,6590,0.36,552,75.2,No,624499,Agriculture,Agriculture,7,17.47,High,Finance Company,2.07,Online,Punjab,Asansol,Urban,4,Done,Rejected,High Existing EMI,12932.34,0.24,Low,0.96
2552,30,Female,Graduate,Self-employed,20,782543,18422,0.33,520,39.54,No,263710,Home,Home,16,12.24,High,Private Bank,0.95,Online,Punjab,Chinsurah,Urban,6,Processing,Rejected,High Loan Amount Request,3136.81,0.05,Low,0.34
2553,50,Female,Non-Graduate,Pensioner,29,246121,14149,0.79,717,57.22,No,108058,Vehicle,Vehicle,7,12.96,Medium,Private Bank,0.8,Offline,Uttar Pradesh,Uttar Pradesh District,Rural,4,Processing,Approved,,1963.44,0.1,Low,0.44
2554,52,Male,Graduate,Salaried,28,750713,11896,0.63,798,86.62,No,1120761,Education,Education,4,7.82,Low,Private Bank,1.27,Offline,Maharashtra,Odisha District,Rural,9,Done,Approved,,27266.45,0.44,Medium,1.49
2555,34,Male,Graduate,Salaried,21,756576,13505,0.38,579,86.54,No,585809,Personal,Personal,8,15.24,High,Finance Company,2.25,Online,Karnataka,North Dumdum,Urban,1,Done,Rejected,Low CIBIL Score,10594.1,0.17,Low,0.77
2556,40,Male,Non-Graduate,Salaried,13,967991,19451,0.42,722,83.87,No,671524,Agriculture,Agriculture,5,10.13,Medium,Finance Company,2.76,Offline,Punjab,Odisha District,Rural,1,Processing,Pending,,14310.89,0.18,Low,0.69
2557,61,Female,Graduate,Self-employed,25,982436,7962,0.21,710,58.82,No,971606,Home,Home,15,8.46,Medium,Private Bank,0.87,Online,Karnataka,Sultan Pur Majra,Urban,4,Done,Pending,,9545.02,0.12,Low,0.99
2558,28,Male,Non-Graduate,Salaried,15,483014,14962,0.52,553,30.69,No,388143,Personal,Personal,10,13.04,High,Finance Company,2.37,Offline,Maharashtra,Odisha District,Rural,1,Done,Rejected,High Existing EMI,5804.55,0.14,Low,0.8
2559,57,Female,Graduate,Salaried,17,574005,1110,0.23,582,69.31,No,201896,Education,Education,2,15.54,High,Government Bank,0.46,Online,West Bengal,Berhampur,Urban,20,Done,Pending,,9841.14,0.21,Low,0.35
2560,26,Male,Graduate,Self-employed,26,915773,23176,1.04,533,41.46,No,1133878,Home,Home,2,17.61,High,Private Bank,1.07,Online,Gujarat,Jalgaon,Urban,4,Done,Pending,,56394.4,0.74,High,1.24
2561,42,Male,Non-Graduate,Salaried,15,886501,8737,0.23,512,62.73,No,573111,Business,Business,15,15.26,High,Government Bank,0.49,Offline,Karnataka,Karnataka District,Rural,20,Done,Pending,,8123.49,0.11,Low,0.65
2562,55,Female,Non-Graduate,Salaried,7,676457,10036,0.29,763,38.8,No,570952,Vehicle,Vehicle,10,5.18,Low,Finance Company,2.12,Offline,Uttar Pradesh,West Bengal District,Rural,3,Processing,Approved,,6106.19,0.11,Low,0.84
2563,54,Male,Graduate,Salaried,10,846999,15459,0.44,609,19.59,No,864735,Home,Home,7,12.76,High,Government Bank,0.63,Online,West Bengal,Kavali,Urban,12,Processing,Rejected,Low Income,15618.62,0.22,Low,1.02
2564,62,Male,Graduate,Salaried,6,665520,17398,0.42,743,65.98,No,544459,Agriculture,Agriculture,15,10.24,Medium,Government Bank,0.38,Online,Rajasthan,Jehanabad,Urban,21,Done,Approved,,5930.98,0.11,Low,0.82
2565,40,Male,Graduate,Self-employed,26,970461,16188,0.34,527,79.06,No,793092,Agriculture,Agriculture,11,13.67,High,Finance Company,1.64,Online,Delhi,Rajpur Sonarpur,Urban,2,Processing,Rejected,High Loan Amount Request,11645.64,0.14,Low,0.82
2566,31,Male,Graduate,Self-employed,9,706148,13829,0.31,814,52.8,No,339154,Personal,Personal,8,6.55,Low,Private Bank,1.5,Online,Punjab,Srikakulam,Urban,5,Done,Approved,,4548.35,0.08,Low,0.48
2567,50,Male,Graduate,Self-employed,25,1092368,7657,0.22,810,74.4,No,876411,Personal,Personal,7,5.07,Low,Finance Company,2.96,Online,Gujarat,Kavali,Urban,4,Done,Approved,,12415.96,0.14,Low,0.8
2568,27,Male,Graduate,Self-employed,19,716650,17666,0.43,686,50.41,No,609895,Education,Education,12,12.5,Medium,Private Bank,0.97,Offline,Telangana,Mizoram District,Rural,4,Processing,Approved,,8196.12,0.14,Low,0.85
2569,50,Male,Graduate,Salaried,21,551130,11738,0.38,573,21.72,No,389015,Agriculture,Agriculture,14,14.76,High,Private Bank,0.94,Online,Uttar Pradesh,Katihar,Urban,8,Processing,Pending,,5488.81,0.12,Low,0.71
2570,44,Female,Graduate,Salaried,20,457636,19671,0.69,710,11.42,No,263352,Education,Education,4,9.31,Medium,Private Bank,1.15,Online,Uttar Pradesh,Mangalore,Urban,5,Done,Pending,,6592.36,0.17,Low,0.58
2571,36,Female,Graduate,Salaried,8,827445,22942,0.6,805,52.02,No,407506,Home,Home,2,6.19,Low,Private Bank,1.08,Online,West Bengal,Bangalore,Urban,4,Done,Approved,,18095.82,0.26,Low,0.49
2572,31,Male,Graduate,Salaried,24,459243,12833,0.39,821,24.31,No,169242,Education,Education,10,8.62,Low,Finance Company,2.69,Online,Uttar Pradesh,Jalna,Urban,4,Done,Approved,,2109.24,0.06,Low,0.37
2573,35,Male,Graduate,Salaried,14,931311,5625,0.24,508,77.88,No,935156,Personal,Personal,19,16.31,High,Private Bank,0.86,Online,Madhya Pradesh,Amritsar,Urban,9,Done,Pending,,13323.89,0.17,Low,1
2574,30,Male,Non-Graduate,Salaried,17,587228,2207,0.14,649,54.01,No,346289,Agriculture,Agriculture,15,14.1,High,Private Bank,1.3,Offline,Tamil Nadu,Andhra Pradesh District,Rural,4,Done,Rejected,High Existing EMI,4634.96,0.09,Low,0.59
2575,57,Female,Graduate,Salaried,7,584174,6689,0.33,824,67.64,No,299600,Agriculture,Agriculture,3,7.01,Low,Private Bank,0.88,Online,Gujarat,Bidhannagar,Urban,9,Done,Approved,,9252.15,0.19,Low,0.51
2576,31,Female,Graduate,Salaried,25,613084,19780,0.67,850,56.27,No,728923,Vehicle,Vehicle,5,7.23,Low,Government Bank,0.67,Offline,Tamil Nadu,Jharkhand District,Rural,17,Processing,Approved,,14512.78,0.28,Low,1.19
2577,49,Female,Graduate,Salaried,11,957471,14213,0.22,832,83.31,No,368449,Agriculture,Agriculture,17,8.7,Low,Private Bank,1.01,Online,Bihar,Hyderabad,Urban,4,Done,Approved,,3465.04,0.04,Low,0.38
2578,59,Female,Graduate,Salaried,19,618784,4339,1.06,591,54.52,No,1055053,Personal,Personal,2,13.37,High,Finance Company,1.71,Online,Gujarat,Bokaro,Urban,1,Done,Rejected,Low Income,50342.7,0.98,High,1.71
2579,50,Female,Graduate,Salaried,22,992349,16631,0.32,694,29.33,No,761719,Personal,Personal,10,9.51,Medium,Government Bank,0.69,Online,Madhya Pradesh,Karimnagar,Urban,21,Processing,Pending,,9860.63,0.12,Low,0.77
2580,56,Female,Graduate,Salaried,24,424262,19901,0.7,550,58.82,No,234929,Personal,Personal,6,14.51,High,Private Bank,0.86,Online,Kerala,Tiruchirappalli,Urban,6,Done,Pending,,4905.28,0.14,Low,0.55
2581,54,Female,Graduate,Salaried,18,906230,16020,0.27,515,56.9,No,248727,Education,Education,10,16.89,High,Government Bank,0.61,Offline,West Bengal,Jharkhand District,Rural,19,Processing,Pending,,4305.5,0.06,Low,0.27
2582,55,Female,Graduate,Salaried,22,855320,5952,0.18,763,73.11,No,747407,Personal,Personal,16,8.58,Low,Government Bank,0.43,Online,Telangana,Tinsukia,Urban,22,Done,Approved,,7169.61,0.1,Low,0.87
2583,59,Male,Non-Graduate,Salaried,14,442965,5915,0.24,670,20.62,No,250058,Education,Education,19,12.54,Medium,Government Bank,0.67,Offline,Rajasthan,Odisha District,Rural,17,Done,Approved,,2882.5,0.08,Low,0.56
2584,32,Male,Graduate,Salaried,14,990464,16836,0.42,538,59.57,No,1073851,Education,Education,13,17.89,High,Government Bank,0.68,Online,West Bengal,Imphal,Urban,21,Done,Rejected,Low Income,17776.43,0.22,Low,1.08
2585,36,Female,Graduate,Salaried,11,608595,371,0.09,600,21.68,Yes,302892,Business,Business,14,13.4,High,Private Bank,1.53,Offline,Kerala,Meghalaya District,Rural,7,Processing,Rejected,Previous Loan Default,4001.78,0.08,Low,0.5
2586,61,Male,Graduate,Self-employed,25,1323789,5282,0.57,530,39.19,No,2721140,Education,Education,6,15.29,High,Private Bank,1.12,Online,Uttar Pradesh,Karawal Nagar,Urban,8,Processing,Pending,,57967.95,0.53,High,2.06
2587,54,Male,Graduate,Self-employed,22,646835,1346,0.17,559,44.43,No,647777,Business,Business,14,12.01,High,Private Bank,1.27,Online,Telangana,Pondicherry,Urban,4,Processing,Pending,,7981.01,0.15,Low,1
2588,52,Female,Graduate,Salaried,11,945029,474,0.11,799,44.4,No,536652,Vehicle,Vehicle,7,8.25,Low,Finance Company,2.93,Online,Bihar,Jalgaon,Urban,3,Done,Approved,,8431.37,0.11,Low,0.57
2589,58,Male,Graduate,Salaried,13,618868,23068,0.6,643,26.14,No,429885,Education,Education,9,17.74,High,Finance Company,1.78,Online,Gujarat,Bettiah,Urban,3,Done,Pending,,7993.53,0.15,Low,0.69
2590,46,Male,Graduate,Salaried,26,667340,4241,0.43,721,76.48,No,423016,Vehicle,Vehicle,2,10.22,Medium,Government Bank,0.35,Offline,Kerala,Rajasthan District,Rural,14,Done,Pending,,19563.02,0.35,Medium,0.63
2591,47,Male,Graduate,Salaried,25,883595,18437,0.52,605,20.07,No,924378,Education,Education,6,15.15,High,Private Bank,1.16,Online,Uttar Pradesh,Anand,Urban,7,Done,Rejected,Previous Loan Default,19621.36,0.27,Low,1.05
2592,54,Female,Graduate,Salaried,25,993506,21972,0.47,566,62.23,No,1096665,Agriculture,Agriculture,10,13.44,High,Private Bank,1.5,Offline,Madhya Pradesh,Chhattisgarh District,Rural,5,Processing,Rejected,High Loan Amount Request,16660.22,0.2,Low,1.1
2593,48,Male,Non-Graduate,Salaried,29,421920,9702,0.37,569,39.07,No,271359,Appliances,Appliances,20,13.96,High,Finance Company,1.8,Offline,Delhi,Assam District,Rural,3,Done,Rejected,Previous Loan Default,3366.53,0.1,Low,0.64
2594,62,Male,Graduate,Salaried,27,837921,17029,0.37,736,78.33,No,729975,Personal,Personal,14,10.96,Medium,Finance Company,2.78,Online,Rajasthan,Gwalior,Urban,3,Processing,Approved,,8515.82,0.12,Low,0.87
2595,28,Male,Non-Graduate,Salaried,22,923183,20274,0.67,539,60.51,No,1157246,Agriculture,Agriculture,4,12.88,High,Finance Company,1.58,Offline,Tamil Nadu,Goa District,Rural,5,Processing,Pending,,30977.13,0.4,Medium,1.25
2596,45,Male,Graduate,Salaried,7,543571,10970,0.63,820,49.16,No,397288,Business,Business,2,5.43,Low,Private Bank,1.51,Offline,Punjab,Sikkim District,Rural,8,Done,Approved,,17506.18,0.39,Medium,0.73
2597,36,Male,Graduate,Salaried,29,408533,10255,0.58,545,89.29,No,194523,Home,Home,2,16.32,High,Private Bank,1.34,Online,Telangana,Karawal Nagar,Urban,8,Processing,Rejected,Low CIBIL Score,9554.22,0.28,Low,0.48
2598,52,Female,Graduate,Salaried,28,623111,10375,0.49,678,67.41,No,772506,Home,Home,6,11.9,Medium,Private Bank,1.49,Online,Bihar,Purnia,Urban,5,Processing,Pending,,15062.5,0.29,Low,1.24
2599,46,Male,Graduate,Self-employed,13,741560,9265,0.61,596,12.99,No,595382,Appliances,Appliances,2,13.93,High,Private Bank,1.45,Offline,Delhi,Tripura District,Rural,9,Processing,Rejected,High Existing EMI,28566.32,0.46,High,0.8
2600,37,Male,Graduate,Salaried,21,555385,17633,0.39,799,23.33,No,81466,Home,Home,20,7.33,Low,Private Bank,1.25,Offline,Karnataka,Meghalaya District,Rural,7,Done,Approved,,647.84,0.01,Low,0.15
2601,47,Male,Non-Graduate,Salaried,27,912943,13962,0.26,746,10.29,No,376509,Business,Business,9,11.38,Medium,Finance Company,1.69,Offline,Punjab,Odisha District,Rural,2,Done,Approved,,5586.16,0.07,Low,0.41
2602,55,Male,Graduate,Salaried,26,828614,9947,0.39,705,88.5,No,782809,Appliances,Appliances,5,10.17,Medium,Government Bank,0.38,Offline,Bihar,Himachal Pradesh District,Rural,18,Processing,Pending,,16697.93,0.24,Low,0.94
2603,54,Male,Graduate,Self-employed,25,1917096,23245,0.3,841,48.98,No,1821399,Home,Home,8,6.31,Low,Government Bank,0.39,Online,Madhya Pradesh,Bhalswa Jahangir Pur,Urban,13,Processing,Approved,,24211.66,0.15,Low,0.95
2604,34,Male,Graduate,Salaried,18,628737,6953,0.2,670,47.73,No,277819,Appliances,Appliances,10,10.62,Medium,Private Bank,1.33,Online,West Bengal,Kakinada,Urban,5,Processing,Approved,,3767.44,0.07,Low,0.44
